ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
209653_at	4.28E-41	1.19E-42	20.11619901	86.45742517	2.128596904	KPNA4	karyopherin subunit alpha 4	TRUE
206875_s_at	4.47E-41	1.25E-42	20.10747427	86.41303642	2.389866499	SLK	STE20 like kinase	TRUE
1553530_a_at	4.76E-41	1.33E-42	20.09477935	86.34843136	2.411862634	ITGB1	integrin subunit beta 1	TRUE
214352_s_at	5.11E-41	1.43E-42	20.08072516	86.276885	2.820041883	KRAS	"KRAS proto-oncogene, GTPase"	TRUE
209369_at	5.29E-41	1.48E-42	20.07371339	86.24118046	4.004497613	ANXA3	annexin A3	TRUE
208816_x_at	5.90E-41	1.66E-42	20.05134021	86.12721257	2.915520109	ANXA2P2	annexin A2 pseudogene 2	TRUE
209502_s_at	6.14E-41	1.73E-42	20.04326818	86.08607844	2.455660851	BAIAP2	BAI1 associated protein 2	TRUE
205422_s_at	6.36E-41	1.79E-42	20.03605889	86.04933368	3.622761986	ITGBL1	integrin subunit beta like 1	TRUE
208721_s_at	6.81E-41	1.92E-42	20.02239705	85.9796832	3.233738676	ANAPC5	anaphase promoting complex subunit 5	TRUE
203799_at	6.91E-41	1.95E-42	20.01923749	85.96357179	3.540761049	LY75-CD302///CD302///LY75	LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75	TRUE
204170_s_at	7.10E-41	2.01E-42	-20.01345959	85.93410553	-2.896607786	CKS2	CDC28 protein kinase regulatory subunit 2	TRUE
205293_x_at	7.31E-41	2.07E-42	20.00750336	85.90372542	2.187703457	BAIAP2	BAI1 associated protein 2	TRUE
214149_s_at	7.46E-41	2.12E-42	-20.00321328	85.88184083	-2.478868019	ATP6V0E1	ATPase H+ transporting V0 subunit e1	TRUE
210984_x_at	8.05E-41	2.29E-42	19.98786164	85.8035097	2.415593346	EGFR	epidermal growth factor receptor	TRUE
209230_s_at	8.29E-41	2.36E-42	19.98182189	85.7726839	3.536743377	NUPR1	"nuclear protein 1, transcriptional regulator"	TRUE
1553212_at	8.31E-41	2.37E-42	19.98105703	85.76877988	3.242895784	KRT78	keratin 78	TRUE
201534_s_at	9.38E-41	2.69E-42	19.95656317	85.64371784	3.379483375	UBL3	ubiquitin like 3	TRUE
201647_s_at	9.58E-41	2.75E-42	19.95218218	85.62134111	2.253483241	SCARB2	scavenger receptor class B member 2	TRUE
1563900_at	1.05E-40	3.03E-42	19.93329592	85.52484812	2.22591837	FAM83B	family with sequence similarity 83 member B	TRUE
201866_s_at	1.08E-40	3.11E-42	19.92800919	85.49782924	2.251568788	NR3C1	nuclear receptor subfamily 3 group C member 1	TRUE
209872_s_at	1.09E-40	3.15E-42	19.92539863	85.4844861	2.917636628	PKP3	plakophilin 3	TRUE
205778_at	1.09E-40	3.15E-42	19.92562589	85.48564771	4.609802159	KLK7	kallikrein related peptidase 7	TRUE
201301_s_at	1.11E-40	3.20E-42	19.92273124	85.47085167	3.668603525	ANXA4	annexin A4	TRUE
211813_x_at	1.25E-40	3.63E-42	19.89772256	85.34297498	4.947742074	DCN	decorin	TRUE
213279_at	1.26E-40	3.65E-42	19.89673794	85.33793874	2.698701371	DHRS1	dehydrogenase/reductase 1	TRUE
1564494_s_at	1.36E-40	3.94E-42	19.88166541	85.26082827	3.253259736	P4HB	prolyl 4-hydroxylase subunit beta	TRUE
204426_at	1.48E-40	4.29E-42	19.86499481	85.17550851	3.407810165	TMED2	transmembrane p24 trafficking protein 2	TRUE
203296_s_at	1.51E-40	4.39E-42	19.86058079	85.15291175	3.351285101	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	TRUE
213446_s_at	1.59E-40	4.65E-42	19.84937845	85.09555237	3.721677566	IQGAP1	IQ motif containing GTPase activating protein 1	TRUE
1557080_s_at	1.66E-40	4.84E-42	19.84163496	85.055894	2.383361618	ITGBL1	integrin subunit beta like 1	TRUE
206132_at	1.68E-40	4.93E-42	19.83799367	85.0372425	2.435807978	MCC	mutated in colorectal cancers	TRUE
207223_s_at	1.82E-40	5.35E-42	19.82215582	84.9560978	2.838884527	PTBP3	polypyrimidine tract binding protein 3	TRUE
214182_at	1.93E-40	5.66E-42	19.81093333	84.89858051	3.553853047	ARF6	ADP ribosylation factor 6	TRUE
207827_x_at	2.03E-40	5.98E-42	19.80021981	84.84365682	2.066255485	SNCA	synuclein alpha	TRUE
204606_at	2.08E-40	6.13E-42	19.79536921	84.81878507	2.636383915	CCL21	C-C motif chemokine ligand 21	TRUE
206871_at	2.11E-40	6.22E-42	19.79272918	84.80524694	2.902619845	ELANE	"elastase, neutrophil expressed"	TRUE
208934_s_at	2.21E-40	6.53E-42	19.78326669	84.75671566	2.675895041	LGALS8	galectin 8	TRUE
210840_s_at	2.32E-40	6.86E-42	19.77361008	84.70717704	2.290061579	IQGAP1	IQ motif containing GTPase activating protein 1	TRUE
1558015_s_at	2.46E-40	7.30E-42	19.76154975	84.64529074	2.524330006	ACTR2	ARP2 actin related protein 2 homolog	TRUE
209154_at	2.48E-40	7.35E-42	19.76002592	84.63747006	2.045646103	P2RX5-TAX1BP3///TAX1BP3	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3	TRUE
212595_s_at	2.62E-40	7.79E-42	19.74885293	84.58011836	2.517689959	DAZAP2	DAZ associated protein 2	TRUE
205347_s_at	2.68E-40	7.98E-42	-19.74400984	84.55525357	-5.103933776	TMSB15B///TMSB15A	thymosin beta 15B///thymosin beta 15a	TRUE
202286_s_at	2.86E-40	8.53E-42	19.73105045	84.48870441	6.422528866	TACSTD2	tumor-associated calcium signal transducer 2	TRUE
201733_at	3.20E-40	9.58E-42	19.70853265	84.37302014	3.005193687	CLCN3	chloride voltage-gated channel 3	TRUE
212188_at	3.32E-40	9.93E-42	19.70146491	84.33669668	3.479082886	KCTD12	potassium channel tetramerization domain containing 12	TRUE
200761_s_at	3.34E-40	1.00E-41	19.69965335	84.32738542	2.353663228	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	TRUE
204105_s_at	3.35E-40	1.01E-41	-19.69902217	84.32414116	-3.10733725	NRCAM	neuronal cell adhesion molecule	TRUE
202538_s_at	3.37E-40	1.01E-41	19.69733917	84.3154902	2.458221326	CHMP2B	charged multivesicular body protein 2B	TRUE
204466_s_at	3.44E-40	1.04E-41	19.69314049	84.29390658	3.121773568	SNCA	synuclein alpha	TRUE
209343_at	3.52E-40	1.06E-41	19.68845545	84.26982012	2.409165119	EFHD1	EF-hand domain family member D1	TRUE
211699_x_at	3.52E-40	1.06E-41	19.68820387	84.26852664	5.037101728	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	TRUE
204750_s_at	3.79E-40	1.15E-41	19.67316331	84.1911818	3.306145879	DSC2	desmocollin 2	TRUE
207381_at	4.05E-40	1.23E-41	19.65979881	84.1224319	3.531242728	ALOX12B	"arachidonate 12-lipoxygenase, 12R type"	TRUE
203887_s_at	4.11E-40	1.25E-41	19.65672503	84.10661647	3.618982614	THBD	thrombomodulin	TRUE
210069_at	4.41E-40	1.34E-41	-19.64255472	84.03369104	-2.609385622	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B	TRUE
205612_at	5.26E-40	1.61E-41	19.60782549	83.8548545	2.720324325	MMRN1	multimerin 1	TRUE
1552520_at	5.72E-40	1.75E-41	-19.59125252	83.76945888	-3.079718775	TMEM74	transmembrane protein 74	TRUE
206426_at	6.02E-40	1.85E-41	19.58100997	83.71666461	3.528078969	MLANA	melan-A	TRUE
209679_s_at	6.47E-40	1.99E-41	19.56663591	83.64255247	2.796725615	SMAGP	small cell adhesion glycoprotein	TRUE
208862_s_at	6.61E-40	2.03E-41	19.56207082	83.6190096	2.312903126	TMX2-CTNND1///CTNND1	TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1	TRUE
202935_s_at	6.69E-40	2.06E-41	19.55953053	83.60590773	4.546788607	SOX9	SRY-box 9	TRUE
213071_at	7.13E-40	2.20E-41	19.5469973	83.54125421	2.884990062	DPT	dermatopontin	TRUE
204516_at	7.46E-40	2.30E-41	19.53796159	83.49463056	2.392577258	ATXN7	ataxin 7	TRUE
203755_at	7.72E-40	2.39E-41	-19.53113626	83.45940541	-3.224122563	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	TRUE
1553031_at	8.02E-40	2.49E-41	19.5232673	83.41878691	2.454078742	ADGRF4	adhesion G protein-coupled receptor F4	TRUE
212143_s_at	8.21E-40	2.55E-41	19.51851163	83.39423494	2.50467482	IGFBP3	insulin like growth factor binding protein 3	TRUE
205107_s_at	8.27E-40	2.57E-41	19.5168716	83.38576734	2.173346306	EFNA4	ephrin A4	TRUE
204947_at	8.49E-40	2.64E-41	-19.51127003	83.35684346	-2.139328657	E2F1	E2F transcription factor 1	TRUE
213800_at	9.07E-40	2.83E-41	19.49820126	83.28934697	4.535726713	CFH	complement factor H	TRUE
1569144_a_at	9.15E-40	2.86E-41	19.49630228	83.27953747	2.804656561	CYSRT1	cysteine rich tail 1	TRUE
205384_at	9.21E-40	2.88E-41	19.49475771	83.27155841	2.872054419	FXYD1	FXYD domain containing ion transport regulator 1	TRUE
205515_at	9.86E-40	3.09E-41	19.48133154	83.20218767	2.22915321	PRSS12	"protease, serine 12"	TRUE
206243_at	9.96E-40	3.12E-41	19.47902905	83.19028883	2.421053288	TIMP4	TIMP metallopeptidase inhibitor 4	TRUE
205073_at	1.08E-39	3.39E-41	19.46310948	83.10800094	2.274392517	CYP2J2	cytochrome P450 family 2 subfamily J member 2	TRUE
204964_s_at	1.12E-39	3.52E-41	19.45573637	83.06987863	2.547446936	SSPN	sarcospan	TRUE
201044_x_at	1.18E-39	3.73E-41	19.44484693	83.01356271	2.107457421	DUSP1	dual specificity phosphatase 1	TRUE
206115_at	1.20E-39	3.79E-41	19.44164651	82.99700855	3.376645961	EGR3	early growth response 3	TRUE
204018_x_at	1.30E-39	4.10E-41	19.42621118	82.91715108	5.193468735	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	TRUE
213519_s_at	1.37E-39	4.32E-41	19.41638044	82.86627427	2.545811285	LAMA2	laminin subunit alpha 2	TRUE
1555997_s_at	1.42E-39	4.48E-41	19.40905607	82.82836069	2.499778536	IGFBP5	insulin like growth factor binding protein 5	TRUE
1554834_a_at	1.47E-39	4.64E-41	19.40234722	82.7936273	2.090871406	RASSF5	Ras association domain family member 5	TRUE
212594_at	1.50E-39	4.77E-41	19.39713264	82.76662617	2.718288631	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	TRUE
1553997_a_at	1.60E-39	5.08E-41	-19.38498413	82.70370778	-2.480248665	ASPHD1	aspartate beta-hydroxylase domain containing 1	TRUE
203886_s_at	1.64E-39	5.24E-41	19.37902571	82.6728417	3.367280356	FBLN2	fibulin 2	TRUE
205282_at	1.65E-39	5.26E-41	-19.3782293	82.66871571	-2.960130276	LRP8	LDL receptor related protein 8	TRUE
205913_at	1.66E-39	5.32E-41	19.37616285	82.65800974	3.442728542	PLIN1	perilipin 1	TRUE
203680_at	1.81E-39	5.80E-41	19.35953318	82.57183418	3.254160991	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	TRUE
210221_at	1.84E-39	5.90E-41	-19.35624474	82.55478917	-4.164435823	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	TRUE
204388_s_at	2.03E-39	6.53E-41	19.33664339	82.4531612	3.359294128	MAOA	monoamine oxidase A	TRUE
213010_at	2.05E-39	6.59E-41	19.33461555	82.44264455	3.177033932	PRKCDBP	protein kinase C delta binding protein	TRUE
211110_s_at	2.15E-39	6.93E-41	19.32504273	82.39299184	2.557054688	AR	androgen receptor	TRUE
202504_at	2.18E-39	7.04E-41	19.32201731	82.37729704	5.491019647	TRIM29	tripartite motif containing 29	TRUE
201865_x_at	2.21E-39	7.13E-41	19.3194878	82.36417395	2.290107192	NR3C1	nuclear receptor subfamily 3 group C member 1	TRUE
203803_at	2.21E-39	7.13E-41	19.31952485	82.36436619	2.842296682	PCYOX1	prenylcysteine oxidase 1	TRUE
201329_s_at	2.24E-39	7.26E-41	19.31615593	82.34688699	2.689622093	ETS2	"ETS proto-oncogene 2, transcription factor"	TRUE
203287_at	2.26E-39	7.33E-41	19.31416512	82.33655727	2.891283799	LAD1	ladinin 1	TRUE
206677_at	2.51E-39	8.12E-41	19.29439437	82.23394559	3.972473413	KRT31	keratin 31	TRUE
202192_s_at	2.53E-39	8.22E-41	19.29207041	82.22188084	2.686325505	GAS7	growth arrest specific 7	TRUE
214722_at	2.61E-39	8.49E-41	19.28589558	82.18982107	2.680088203	NOTCH2NL	notch 2 N-terminal like	TRUE
204204_at	2.65E-39	8.62E-41	19.28301403	82.17485838	3.063118465	SLC31A2	solute carrier family 31 member 2	TRUE
206767_at	2.87E-39	9.38E-41	19.26678282	82.0905569	2.205386606	RBMS3	RNA binding motif single stranded interacting protein 3	TRUE
206045_s_at	3.13E-39	1.02E-40	-19.24982374	82.00243949	-3.481697246	NOL4	nucleolar protein 4	TRUE
1558027_s_at	3.17E-39	1.04E-40	19.24742468	81.98997136	2.206595449	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2	TRUE
202443_x_at	3.23E-39	1.06E-40	19.24349225	81.96953252	2.719229457	NOTCH2	notch 2	TRUE
1554806_a_at	3.24E-39	1.06E-40	19.24258893	81.96483724	2.56306908	FBXO8	F-box protein 8	TRUE
209458_x_at	3.30E-39	1.08E-40	19.23891867	81.94575883	5.124412411	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	TRUE
205603_s_at	3.57E-39	1.17E-40	19.22336694	81.86490054	2.778100156	DIAPH2	diaphanous related formin 2	TRUE
209848_s_at	3.98E-39	1.31E-40	19.20202269	81.75387537	2.659759655	PMEL	premelanosome protein	TRUE
209543_s_at	4.06E-39	1.34E-40	19.19785835	81.73220722	2.633587958	CD34	CD34 molecule	TRUE
212570_at	4.76E-39	1.57E-40	19.16723838	81.57281659	2.715934197	ENDOD1	endonuclease domain containing 1	TRUE
210757_x_at	4.80E-39	1.59E-40	19.16527949	81.56261564	3.17158896	LOC101926921///DAB2	"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"	TRUE
207430_s_at	4.83E-39	1.60E-40	19.16401175	81.55601364	3.409385096	MSMB	microseminoprotein beta	TRUE
204457_s_at	5.15E-39	1.71E-40	19.15126636	81.48962811	4.340553808	GAS1	growth arrest specific 1	TRUE
210839_s_at	5.80E-39	1.92E-40	19.12847211	81.37085113	3.094859067	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	TRUE
208629_s_at	5.86E-39	1.95E-40	19.12621113	81.35906599	2.288084809	HADHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	TRUE
201567_s_at	6.10E-39	2.03E-40	19.11810788	81.3168232	2.190050265	GOLGA4	golgin A4	TRUE
201380_at	6.43E-39	2.14E-40	19.10776684	81.26290267	2.117381128	CRTAP	cartilage associated protein	TRUE
204894_s_at	6.87E-39	2.29E-40	19.09476742	81.19510161	3.739659712	AOC3	"amine oxidase, copper containing 3"	TRUE
204751_x_at	6.97E-39	2.33E-40	19.09190962	81.18019336	3.213566431	DSC2	desmocollin 2	TRUE
200604_s_at	7.21E-39	2.41E-40	19.08521805	81.1452814	2.599624265	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	TRUE
202972_s_at	7.66E-39	2.57E-40	19.07317872	81.08245442	2.15761073	FAM13A	family with sequence similarity 13 member A	TRUE
209034_at	7.75E-39	2.60E-40	19.07073506	81.06970002	2.062915515	PNRC1	proline rich nuclear receptor coactivator 1	TRUE
214657_s_at	7.75E-39	2.60E-40	19.07060793	81.06903645	3.32911906	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)	TRUE
214001_x_at	7.99E-39	2.69E-40	-19.06461413	81.03774917	-2.447555217	RPS10	ribosomal protein S10	TRUE
208405_s_at	8.72E-39	2.94E-40	19.04747527	80.94826039	2.115729344	CD164	CD164 molecule	TRUE
209250_at	9.24E-39	3.12E-40	19.03609152	80.88880086	2.386719966	DEGS1	"delta 4-desaturase, sphingolipid 1"	TRUE
213780_at	9.27E-39	3.13E-40	19.03531605	80.88474985	5.359856601	TCHH	trichohyalin	TRUE
209895_at	9.37E-39	3.17E-40	19.03310851	80.87321737	2.665568589	PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	TRUE
211745_x_at	9.51E-39	3.22E-40	19.03001207	80.85704007	5.207805539	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	TRUE
213488_at	9.67E-39	3.28E-40	19.02657882	80.83910171	2.737182949	SNED1	"sushi, nidogen and EGF like domains 1"	TRUE
209540_at	1.05E-38	3.56E-40	19.0107403	80.75632798	3.283800091	IGF1	insulin like growth factor 1	TRUE
211825_s_at	1.07E-38	3.62E-40	19.00721385	80.73789406	2.519695896	FLI1	"Fli-1 proto-oncogene, ETS transcription factor"	TRUE
205969_at	1.07E-38	3.64E-40	19.00649124	80.73411658	3.377153152	AADAC	arylacetamide deacetylase	TRUE
200898_s_at	1.09E-38	3.72E-40	19.00229014	80.71215365	2.091659362	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	TRUE
212861_at	1.10E-38	3.74E-40	19.00126907	80.70681523	2.190028011	MFSD5	major facilitator superfamily domain containing 5	TRUE
204510_at	1.10E-38	3.77E-40	-18.9996853	80.69853467	-2.799900047	CDC7	cell division cycle 7	TRUE
1553589_a_at	1.13E-38	3.86E-40	18.99498445	80.67395495	3.718900677	PDZK1IP1	PDZK1 interacting protein 1	TRUE
200985_s_at	1.13E-38	3.87E-40	18.9947259	80.67260295	2.402342949	CD59	CD59 molecule	TRUE
208836_at	1.20E-38	4.11E-40	18.98291841	80.61085144	2.399755633	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	TRUE
206102_at	1.20E-38	4.13E-40	-18.9823262	80.60775382	-2.440106248	GINS1	GINS complex subunit 1	TRUE
204284_at	1.21E-38	4.14E-40	18.98179497	80.60497512	3.027825642	PPP1R3C	protein phosphatase 1 regulatory subunit 3C	TRUE
213501_at	1.28E-38	4.41E-40	18.96975383	80.54198186	2.487844329	ACOX1	acyl-CoA oxidase 1	TRUE
214835_s_at	1.29E-38	4.43E-40	18.9689006	80.53751751	2.678265546	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	TRUE
201752_s_at	1.35E-38	4.64E-40	18.95988059	80.49031641	2.273133475	ADD3	adducin 3	TRUE
204467_s_at	1.47E-38	5.06E-40	18.94336501	80.40386501	2.58708245	SNCA	synuclein alpha	TRUE
214091_s_at	1.50E-38	5.19E-40	18.93866289	80.37924531	3.970061052	GPX3	glutathione peroxidase 3	TRUE
205573_s_at	1.51E-38	5.21E-40	18.93786054	80.375044	3.3877248	SNX7	sorting nexin 7	TRUE
1553787_at	1.51E-38	5.24E-40	18.93666946	80.36880714	2.221155268	C11orf45	chromosome 11 open reading frame 45	TRUE
1556039_s_at	1.60E-38	5.56E-40	-18.92546664	80.31013659	-2.105597681	GPR173	G protein-coupled receptor 173	TRUE
1552275_s_at	1.67E-38	5.80E-40	18.91724142	80.26705007	2.522303668	PXK	PX domain containing serine/threonine kinase like	TRUE
201890_at	1.68E-38	5.83E-40	-18.9162487	80.26184929	-3.22695398	RRM2	ribonucleotide reductase regulatory subunit M2	TRUE
201325_s_at	1.73E-38	6.01E-40	18.91052143	80.23184212	3.918729511	EMP1	epithelial membrane protein 1	TRUE
201146_at	1.80E-38	6.27E-40	18.90244203	80.18950436	2.463060641	NFE2L2	"nuclear factor, erythroid 2 like 2"	TRUE
201829_at	1.88E-38	6.57E-40	18.89346115	80.14243305	2.297467077	NET1	neuroepithelial cell transforming 1	TRUE
210916_s_at	2.09E-38	7.32E-40	18.87282505	80.03423502	3.166244005	CD44	CD44 molecule (Indian blood group)	TRUE
202289_s_at	2.26E-38	7.91E-40	18.85809485	79.95696976	2.895022267	TACC2	transforming acidic coiled-coil containing protein 2	TRUE
211612_s_at	2.35E-38	8.24E-40	18.85024494	79.91578301	3.026726982	IL13RA1	interleukin 13 receptor subunit alpha 1	TRUE
208212_s_at	2.46E-38	8.63E-40	-18.84144056	79.86957918	-3.220868717	ALK	anaplastic lymphoma receptor tyrosine kinase	TRUE
203747_at	2.50E-38	8.78E-40	18.83825606	79.85286506	3.093967297	AQP3	aquaporin 3 (Gill blood group)	TRUE
203042_at	2.58E-38	9.08E-40	18.83182604	79.81911272	2.089262459	LAMP2	lysosomal associated membrane protein 2	TRUE
209213_at	2.66E-38	9.37E-40	18.82587291	79.78785905	2.622642342	CBR1	carbonyl reductase 1	TRUE
212593_s_at	2.68E-38	9.45E-40	18.82413018	79.77870895	2.065240013	MIR4680///PDCD4	microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)	TRUE
201876_at	2.72E-38	9.62E-40	18.82085027	79.76148692	3.158643642	PON2	paraoxonase 2	TRUE
208817_at	2.74E-38	9.69E-40	18.81931713	79.75343633	2.310496308	COMT	catechol-O-methyltransferase	TRUE
213906_at	2.76E-38	9.79E-40	-18.81743325	79.74354359	-2.609244397	MYBL1	MYB proto-oncogene like 1	TRUE
209047_at	2.90E-38	1.03E-39	18.80776938	79.69278894	4.05064638	AQP1	aquaporin 1 (Colton blood group)	TRUE
202788_at	2.93E-38	1.04E-39	18.80559292	79.68135656	2.052448147	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	TRUE
207326_at	2.93E-38	1.04E-39	18.80536297	79.6801487	3.022381448	BTC	betacellulin	TRUE
206407_s_at	3.08E-38	1.10E-39	18.79546281	79.62813796	2.930895593	CCL13	C-C motif chemokine ligand 13	TRUE
209687_at	3.23E-38	1.15E-39	18.78617553	79.5793358	5.009136074	CXCL12	C-X-C motif chemokine ligand 12	TRUE
202566_s_at	3.31E-38	1.18E-39	18.78135076	79.5539787	2.528358924	SVIL	supervillin	TRUE
212526_at	3.34E-38	1.20E-39	18.77917551	79.54254549	3.200863423	SPG20	spastic paraplegia 20 (Troyer syndrome)	TRUE
208873_s_at	3.46E-38	1.24E-39	18.77277682	79.50891017	2.051114368	REEP5	receptor accessory protein 5	TRUE
203881_s_at	3.53E-38	1.27E-39	18.76835028	79.48563869	3.090148673	DMD	dystrophin	TRUE
211986_at	3.58E-38	1.28E-39	18.76580537	79.4722583	3.280637432	AHNAK	AHNAK nucleoprotein	TRUE
205390_s_at	3.70E-38	1.33E-39	-18.75870559	79.4349255	-2.192807309	ANK1	ankyrin 1	TRUE
202765_s_at	3.87E-38	1.40E-39	18.74993257	79.38878549	3.648668631	FBN1	fibrillin 1	TRUE
205116_at	4.08E-38	1.48E-39	18.73926144	79.33264984	2.482427737	LAMA2	laminin subunit alpha 2	TRUE
201495_x_at	4.26E-38	1.54E-39	18.73115273	79.28998428	2.250279013	MYH11	myosin heavy chain 11	TRUE
1552274_at	4.66E-38	1.69E-39	18.71364512	79.19783644	2.242215229	PXK	PX domain containing serine/threonine kinase like	TRUE
1569909_at	4.66E-38	1.69E-39	18.7134495	79.19680662	3.977920537	KRT79	keratin 79	TRUE
205259_at	4.68E-38	1.70E-39	18.71238326	79.19119344	2.293862318	NR3C2	nuclear receptor subfamily 3 group C member 2	TRUE
1553213_a_at	4.86E-38	1.77E-39	18.70511472	79.15292451	3.047896558	KRT78	keratin 78	TRUE
207977_s_at	4.98E-38	1.81E-39	18.70011121	79.12657712	3.552478547	DPT	dermatopontin	TRUE
212086_x_at	5.21E-38	1.90E-39	18.69150533	79.08125318	2.113152163	LMNA	lamin A/C	TRUE
206799_at	5.35E-38	1.95E-39	18.68605903	79.05256477	4.724432311	SCGB1D2	secretoglobin family 1D member 2	TRUE
210401_at	5.83E-38	2.14E-39	18.66912724	78.96335275	2.235791889	P2RX1	purinergic receptor P2X 1	TRUE
213721_at	5.88E-38	2.16E-39	-18.66729055	78.95367325	-3.522710012	SOX2	SRY-box 2	TRUE
203650_at	6.14E-38	2.26E-39	18.65857666	78.90774458	2.971907073	PROCR	protein C receptor	TRUE
208867_s_at	7.11E-38	2.62E-39	18.63060511	78.7602497	2.505281008	CSNK1A1	casein kinase 1 alpha 1	TRUE
207001_x_at	7.51E-38	2.76E-39	18.62015623	78.70512735	2.261092906	TSC22D3	TSC22 domain family member 3	TRUE
201200_at	7.56E-38	2.79E-39	18.61869536	78.69741954	2.886804667	CREG1	cellular repressor of E1A stimulated genes 1	TRUE
206470_at	8.06E-38	2.97E-39	18.60621867	78.63157945	2.30167059	PLXNC1	plexin C1	TRUE
